,barcodes,leiden_resolution_2_myeloid-dcs,AIFI_L1,AIFI_L2,AIFI_L3
316,dee9da7648cf11eaacaa42cd98cbd24e,11,DC,cDC2,HLA-DRhi cDC2
317,deea55be48cf11eaacaa42cd98cbd24e,11,DC,cDC2,HLA-DRhi cDC2
318,deed398c48cf11eaacaa42cd98cbd24e,21,DC,ASDC,ASDC
319,deee7ca248cf11eaacaa42cd98cbd24e,1,DC,pDC,pDC
320,def10a2648cf11eaacaa42cd98cbd24e,21,DC,ASDC,ASDC
321,def2377048cf11eaacaa42cd98cbd24e,3,DC,cDC2,CD14+ cDC2
322,defc75dc48cf11eaacaa42cd98cbd24e,8,DC,cDC2,HLA-DRhi cDC2
323,deff679c48cf11eaacaa42cd98cbd24e,19,DC,cDC2,CD14+ cDC2
324,df02b4b048cf11eaacaa42cd98cbd24e,1,DC,pDC,pDC
325,df05b79648cf11eaacaa42cd98cbd24e,1,DC,pDC,pDC
326,df06b7ea48cf11eaacaa42cd98cbd24e,13,DC,cDC2,CD14+ cDC2
327,df0a306e48cf11eaacaa42cd98cbd24e,20,Doublet,Doublet,Doublet
328,df0e84ca48cf11eaacaa42cd98cbd24e,0,DC,pDC,pDC
329,df1398d448cf11eaacaa42cd98cbd24e,3,Monocyte,CD14 monocyte,Core CD14 monocyte
330,df1af96c48cf11eaacaa42cd98cbd24e,13,DC,cDC2,CD14+ cDC2
331,df1c034848cf11eaacaa42cd98cbd24e,3,Monocyte,CD14 monocyte,Core CD14 monocyte
332,df20135c48cf11eaacaa42cd98cbd24e,9,DC,cDC2,HLA-DRhi cDC2
333,cf72915a48b611ea8957bafe6d70929e,9,DC,cDC2,HLA-DRhi cDC2
334,cf72c42c48b611ea8957bafe6d70929e,0,DC,pDC,pDC
335,cf73426c48b611ea8957bafe6d70929e,12,Monocyte,CD14 monocyte,Core CD14 monocyte
336,cf73769c48b611ea8957bafe6d70929e,9,DC,cDC2,HLA-DRhi cDC2
337,cf73fd4248b611ea8957bafe6d70929e,23,Doublet,Doublet,Doublet
338,cf7443e248b611ea8957bafe6d70929e,20,Doublet,Doublet,Doublet
339,cf74903648b611ea8957bafe6d70929e,14,DC,cDC2,CD14+ cDC2
340,cf74925248b611ea8957bafe6d70929e,1,DC,pDC,pDC
341,cf7b7b9e48b611ea8957bafe6d70929e,9,DC,cDC2,HLA-DRhi cDC2
342,cf7d205c48b611ea8957bafe6d70929e,10,Monocyte,Intermediate monocyte,Intermediate monocyte
343,cf8152f848b611ea8957bafe6d70929e,1,DC,pDC,pDC
344,cf81e86248b611ea8957bafe6d70929e,9,DC,cDC2,HLA-DRhi cDC2
345,cf834d6a48b611ea8957bafe6d70929e,18,Doublet,Doublet,Doublet
346,cf84de5a48b611ea8957bafe6d70929e,8,DC,cDC2,HLA-DRhi cDC2
347,cf8688ae48b611ea8957bafe6d70929e,1,DC,pDC,pDC
348,cf8a049848b611ea8957bafe6d70929e,9,DC,cDC2,CD14+ cDC2
349,cf8bbafe48b611ea8957bafe6d70929e,12,Monocyte,CD14 monocyte,Core CD14 monocyte
350,cf8e8c2048b611ea8957bafe6d70929e,5,Monocyte,Intermediate monocyte,Intermediate monocyte
351,cf92f8a048b611ea8957bafe6d70929e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
352,cf93978848b611ea8957bafe6d70929e,9,DC,cDC2,HLA-DRhi cDC2
353,cf944b7448b611ea8957bafe6d70929e,11,DC,cDC2,HLA-DRhi cDC2
354,cf95878c48b611ea8957bafe6d70929e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
355,cf98625448b611ea8957bafe6d70929e,8,DC,cDC2,HLA-DRhi cDC2
356,cf9a8a0248b611ea8957bafe6d70929e,0,DC,pDC,pDC
357,cf9c77a448b611ea8957bafe6d70929e,22,DC,pDC,pDC
358,cf9cd26c48b611ea8957bafe6d70929e,1,DC,pDC,pDC
359,cf9f4db248b611ea8957bafe6d70929e,1,DC,pDC,pDC
360,cf9f81f648b611ea8957bafe6d70929e,19,DC,cDC2,CD14+ cDC2
361,cf9fdeda48b611ea8957bafe6d70929e,12,Monocyte,CD14 monocyte,Core CD14 monocyte
362,cfa0392a48b611ea8957bafe6d70929e,0,DC,pDC,pDC
363,cfa06d9648b611ea8957bafe6d70929e,10,Monocyte,CD14 monocyte,Core CD14 monocyte
364,cfa18bc248b611ea8957bafe6d70929e,23,Doublet,Doublet,Doublet
365,cfa26ca448b611ea8957bafe6d70929e,1,DC,pDC,pDC
366,cfa2b2cc48b611ea8957bafe6d70929e,1,DC,pDC,pDC
367,cfa3b8de48b611ea8957bafe6d70929e,0,DC,pDC,pDC
368,cfa65bd448b611ea8957bafe6d70929e,2,DC,cDC2,CD14+ cDC2
369,cfa6aa1248b611ea8957bafe6d70929e,3,Monocyte,CD14 monocyte,Core CD14 monocyte
370,cfa8d71048b611ea8957bafe6d70929e,1,DC,pDC,pDC
371,cfabb92648b611ea8957bafe6d70929e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
372,cfadd02648b611ea8957bafe6d70929e,0,DC,pDC,pDC
373,cfaeb11248b611ea8957bafe6d70929e,9,DC,cDC2,HLA-DRhi cDC2
374,cfb2412448b611ea8957bafe6d70929e,1,DC,pDC,pDC
375,cfb2a42048b611ea8957bafe6d70929e,1,DC,pDC,pDC
376,cfb5b09848b611ea8957bafe6d70929e,16,DC,cDC2,CD14+ cDC2
377,cfb5d1e048b611ea8957bafe6d70929e,14,DC,cDC2,CD14+ cDC2
378,cfba9eb448b611ea8957bafe6d70929e,1,DC,pDC,pDC
379,cfbe2fb648b611ea8957bafe6d70929e,0,DC,pDC,pDC
380,cfbe8d4e48b611ea8957bafe6d70929e,8,DC,cDC2,HLA-DRhi cDC2
381,cfbffa5848b611ea8957bafe6d70929e,20,Doublet,Doublet,Doublet
382,cfc031bc48b611ea8957bafe6d70929e,10,Monocyte,CD14 monocyte,Core CD14 monocyte
383,cfc2b81048b611ea8957bafe6d70929e,1,DC,pDC,pDC
384,cfc3960e48b611ea8957bafe6d70929e,22,DC,pDC,pDC
385,cfc4bdb848b611ea8957bafe6d70929e,0,DC,pDC,pDC
386,cfc4c2ea48b611ea8957bafe6d70929e,23,Doublet,Doublet,Doublet
387,cfc6dbe848b611ea8957bafe6d70929e,19,DC,cDC2,CD14+ cDC2
388,cfc6ea0248b611ea8957bafe6d70929e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
389,70a152ec48b611eaa65d9e7d578d66f2,9,DC,cDC2,CD14+ cDC2
390,70a16e8a48b611eaa65d9e7d578d66f2,1,DC,pDC,pDC
391,70a3578648b611eaa65d9e7d578d66f2,23,Doublet,Doublet,Doublet
392,70a459f648b611eaa65d9e7d578d66f2,9,DC,cDC2,CD14+ cDC2
393,70a4863848b611eaa65d9e7d578d66f2,1,DC,pDC,pDC
394,70a48c0048b611eaa65d9e7d578d66f2,20,Doublet,Doublet,Doublet
395,70a5615248b611eaa65d9e7d578d66f2,1,DC,pDC,pDC
396,70a742ba48b611eaa65d9e7d578d66f2,5,Monocyte,CD14 monocyte,Core CD14 monocyte
397,70a881fc48b611eaa65d9e7d578d66f2,11,DC,cDC2,HLA-DRhi cDC2
398,70a8f3bc48b611eaa65d9e7d578d66f2,3,Monocyte,CD14 monocyte,Core CD14 monocyte
399,70a9d4d048b611eaa65d9e7d578d66f2,6,DC,cDC2,CD14+ cDC2
400,70ab678248b611eaa65d9e7d578d66f2,9,DC,cDC2,HLA-DRhi cDC2
401,70ac637648b611eaa65d9e7d578d66f2,2,DC,cDC2,HLA-DRhi cDC2
402,70ad5e2a48b611eaa65d9e7d578d66f2,9,DC,cDC2,HLA-DRhi cDC2
403,70af56d048b611eaa65d9e7d578d66f2,11,DC,cDC2,HLA-DRhi cDC2
404,70b1724e48b611eaa65d9e7d578d66f2,9,DC,cDC2,HLA-DRhi cDC2
405,70b245f248b611eaa65d9e7d578d66f2,3,Monocyte,CD14 monocyte,Core CD14 monocyte
406,70b3189c48b611eaa65d9e7d578d66f2,13,DC,cDC2,CD14+ cDC2
407,70b4baee48b611eaa65d9e7d578d66f2,8,DC,cDC2,HLA-DRhi cDC2
408,70b5432448b611eaa65d9e7d578d66f2,12,DC,cDC2,CD14+ cDC2
409,70b6edc848b611eaa65d9e7d578d66f2,20,Doublet,Doublet,Doublet
410,70b7e07048b611eaa65d9e7d578d66f2,3,Monocyte,CD14 monocyte,Core CD14 monocyte
411,70b7f38048b611eaa65d9e7d578d66f2,9,DC,cDC2,CD14+ cDC2
412,70b8a65448b611eaa65d9e7d578d66f2,0,DC,pDC,pDC
413,70b9480c48b611eaa65d9e7d578d66f2,16,DC,cDC2,CD14+ cDC2
414,70c052c848b611eaa65d9e7d578d66f2,9,DC,cDC2,HLA-DRhi cDC2
415,70c132f648b611eaa65d9e7d578d66f2,5,Monocyte,CD14 monocyte,Core CD14 monocyte
416,70c2d1f648b611eaa65d9e7d578d66f2,0,DC,pDC,pDC
417,70c5491848b611eaa65d9e7d578d66f2,10,DC,cDC2,CD14+ cDC2
418,70c8948848b611eaa65d9e7d578d66f2,10,Monocyte,CD14 monocyte,Core CD14 monocyte
419,70cbe21e48b611eaa65d9e7d578d66f2,11,DC,cDC2,HLA-DRhi cDC2
420,70cbf0ec48b611eaa65d9e7d578d66f2,8,DC,ASDC,ASDC
421,70cd1f9448b611eaa65d9e7d578d66f2,24,Doublet,Doublet,Doublet
422,70cf337448b611eaa65d9e7d578d66f2,5,Monocyte,CD14 monocyte,Core CD14 monocyte
423,70d4325c48b611eaa65d9e7d578d66f2,21,DC,ASDC,ASDC
424,70dbbdc448b611eaa65d9e7d578d66f2,9,DC,cDC2,HLA-DRhi cDC2
425,70dcc16a48b611eaa65d9e7d578d66f2,9,DC,cDC2,CD14+ cDC2
426,70dd42a248b611eaa65d9e7d578d66f2,1,DC,pDC,pDC
427,70decf6e48b611eaa65d9e7d578d66f2,9,DC,cDC2,HLA-DRhi cDC2
428,a70d12d0489811ea92388a6a0c683ffb,22,DC,pDC,pDC
429,a70ea6ea489811ea92388a6a0c683ffb,12,Monocyte,CD14 monocyte,Core CD14 monocyte
430,a70f1cf6489811ea92388a6a0c683ffb,1,DC,pDC,pDC
431,a7111ad8489811ea92388a6a0c683ffb,9,DC,cDC2,CD14+ cDC2
432,a7120826489811ea92388a6a0c683ffb,2,DC,cDC2,CD14+ cDC2
433,a7161e5c489811ea92388a6a0c683ffb,11,DC,cDC2,HLA-DRhi cDC2
434,a7163eaa489811ea92388a6a0c683ffb,4,DC,pDC,pDC
435,a71661aa489811ea92388a6a0c683ffb,9,DC,cDC2,HLA-DRhi cDC2
436,a7176226489811ea92388a6a0c683ffb,1,DC,pDC,pDC
437,a71bf2c8489811ea92388a6a0c683ffb,1,DC,pDC,pDC
438,a71ec980489811ea92388a6a0c683ffb,10,DC,cDC2,CD14+ cDC2
439,a72ae06c489811ea92388a6a0c683ffb,1,DC,pDC,pDC
440,a72cc364489811ea92388a6a0c683ffb,1,DC,pDC,pDC
441,a72d8ee8489811ea92388a6a0c683ffb,12,Monocyte,CD14 monocyte,Core CD14 monocyte
442,a73240be489811ea92388a6a0c683ffb,11,DC,cDC2,HLA-DRhi cDC2
443,a733873a489811ea92388a6a0c683ffb,3,Monocyte,CD14 monocyte,Core CD14 monocyte
444,a73c3786489811ea92388a6a0c683ffb,12,Monocyte,CD14 monocyte,Core CD14 monocyte
445,a73e71ea489811ea92388a6a0c683ffb,1,DC,pDC,pDC
446,a7403304489811ea92388a6a0c683ffb,0,DC,pDC,pDC
447,a742176e489811ea92388a6a0c683ffb,2,DC,cDC2,HLA-DRhi cDC2
448,a74350ca489811ea92388a6a0c683ffb,2,DC,cDC2,HLA-DRhi cDC2
449,a74409fc489811ea92388a6a0c683ffb,3,Monocyte,CD14 monocyte,Core CD14 monocyte
450,a7446140489811ea92388a6a0c683ffb,6,DC,cDC2,CD14+ cDC2
451,a7452b8e489811ea92388a6a0c683ffb,7,Monocyte,CD14 monocyte,Core CD14 monocyte
452,a746dd30489811ea92388a6a0c683ffb,14,DC,cDC2,CD14+ cDC2
453,a749ae98489811ea92388a6a0c683ffb,5,Monocyte,CD14 monocyte,Core CD14 monocyte
454,a74b6b2a489811ea92388a6a0c683ffb,17,DC,cDC1,cDC1
455,a7511da4489811ea92388a6a0c683ffb,9,DC,cDC2,CD14+ cDC2
456,a7542828489811ea92388a6a0c683ffb,10,DC,cDC2,CD14+ cDC2
457,a7598264489811ea92388a6a0c683ffb,12,Monocyte,CD14 monocyte,Core CD14 monocyte
458,a75b3bfe489811ea92388a6a0c683ffb,17,DC,cDC1,cDC1
459,a75d08bc489811ea92388a6a0c683ffb,0,DC,pDC,pDC
460,a75d5f2e489811ea92388a6a0c683ffb,12,DC,cDC2,CD14+ cDC2
461,a761bb28489811ea92388a6a0c683ffb,14,DC,cDC2,CD14+ cDC2
462,a769087e489811ea92388a6a0c683ffb,0,DC,pDC,pDC
463,a777792c489811ea92388a6a0c683ffb,10,DC,cDC2,CD14+ cDC2
464,a77b0d3a489811ea92388a6a0c683ffb,4,DC,pDC,pDC
465,a77bd864489811ea92388a6a0c683ffb,1,DC,pDC,pDC
466,a77be80e489811ea92388a6a0c683ffb,13,Monocyte,CD14 monocyte,Core CD14 monocyte
467,a77f0d40489811ea92388a6a0c683ffb,1,DC,pDC,pDC
468,a785faa6489811ea92388a6a0c683ffb,1,DC,pDC,pDC
469,c67b23f848bd11eab2ee7a6edf799b61,1,DC,pDC,pDC
470,c67c607e48bd11eab2ee7a6edf799b61,5,Monocyte,CD14 monocyte,Core CD14 monocyte
471,c6804f4a48bd11eab2ee7a6edf799b61,9,DC,cDC2,CD14+ cDC2
472,c680bf5c48bd11eab2ee7a6edf799b61,21,DC,pDC,pDC
473,c681208248bd11eab2ee7a6edf799b61,0,DC,pDC,pDC
474,c68167b848bd11eab2ee7a6edf799b61,1,DC,pDC,pDC
475,c6859ebe48bd11eab2ee7a6edf799b61,11,DC,cDC2,HLA-DRhi cDC2
476,c6861a7e48bd11eab2ee7a6edf799b61,14,DC,cDC2,CD14+ cDC2
477,c68902ca48bd11eab2ee7a6edf799b61,4,DC,pDC,pDC
478,c68ade5648bd11eab2ee7a6edf799b61,18,Doublet,Doublet,Doublet
479,c68e252a48bd11eab2ee7a6edf799b61,12,Monocyte,CD14 monocyte,Core CD14 monocyte
480,c68ef37e48bd11eab2ee7a6edf799b61,3,Monocyte,CD14 monocyte,Core CD14 monocyte
481,c690f3e048bd11eab2ee7a6edf799b61,2,DC,cDC2,HLA-DRhi cDC2
482,c69251b848bd11eab2ee7a6edf799b61,7,Monocyte,CD14 monocyte,Core CD14 monocyte
483,c69633be48bd11eab2ee7a6edf799b61,4,DC,pDC,pDC
484,c698d17848bd11eab2ee7a6edf799b61,4,DC,pDC,pDC
485,c69a0a8448bd11eab2ee7a6edf799b61,9,DC,cDC2,CD14+ cDC2
486,c69a221248bd11eab2ee7a6edf799b61,16,DC,cDC2,CD14+ cDC2
487,c69a35f448bd11eab2ee7a6edf799b61,15,DC,cDC2,CD14+ cDC2
488,c69ad21648bd11eab2ee7a6edf799b61,20,Doublet,Doublet,Doublet
489,c69b84ae48bd11eab2ee7a6edf799b61,17,DC,cDC1,cDC1
490,c69da2fc48bd11eab2ee7a6edf799b61,10,DC,cDC2,CD14+ cDC2
491,c69dd43e48bd11eab2ee7a6edf799b61,19,DC,cDC2,CD14+ cDC2
492,c69e4ffe48bd11eab2ee7a6edf799b61,4,DC,pDC,pDC
493,c69e93c448bd11eab2ee7a6edf799b61,4,DC,pDC,pDC
494,c69ff19248bd11eab2ee7a6edf799b61,11,DC,cDC2,HLA-DRhi cDC2
495,c6a3ba0c48bd11eab2ee7a6edf799b61,16,DC,cDC2,CD14+ cDC2
496,c6a4b1dc48bd11eab2ee7a6edf799b61,6,Monocyte,CD14 monocyte,Core CD14 monocyte
497,c6a7c21e48bd11eab2ee7a6edf799b61,1,DC,pDC,pDC
498,c6a8162448bd11eab2ee7a6edf799b61,0,DC,pDC,pDC
499,c6a8365e48bd11eab2ee7a6edf799b61,9,DC,cDC2,CD14+ cDC2
500,c6a8e43c48bd11eab2ee7a6edf799b61,8,DC,cDC2,HLA-DRhi cDC2
501,c6a9c9ec48bd11eab2ee7a6edf799b61,6,Monocyte,CD14 monocyte,Core CD14 monocyte
502,c6aadb9848bd11eab2ee7a6edf799b61,12,Monocyte,CD14 monocyte,Core CD14 monocyte
503,c6aede8248bd11eab2ee7a6edf799b61,20,Doublet,Doublet,Doublet
504,c6b1350648bd11eab2ee7a6edf799b61,0,DC,pDC,pDC
505,c6b2450e48bd11eab2ee7a6edf799b61,24,Doublet,Doublet,Doublet
506,c6b6dfe248bd11eab2ee7a6edf799b61,6,DC,cDC2,CD14+ cDC2
507,c6b81a4248bd11eab2ee7a6edf799b61,2,DC,cDC2,HLA-DRhi cDC2
508,c6b9cdec48bd11eab2ee7a6edf799b61,15,DC,cDC2,CD14+ cDC2
509,c6bd34be48bd11eab2ee7a6edf799b61,6,Monocyte,CD14 monocyte,Core CD14 monocyte
510,c6be0fec48bd11eab2ee7a6edf799b61,19,DC,cDC2,CD14+ cDC2
511,c6bedc4248bd11eab2ee7a6edf799b61,14,DC,cDC2,CD14+ cDC2
512,c6c1561648bd11eab2ee7a6edf799b61,3,Monocyte,CD14 monocyte,Core CD14 monocyte
513,c6c17a7e48bd11eab2ee7a6edf799b61,14,DC,cDC2,CD14+ cDC2
514,74b63fb448b611eabab7c676ab45cfca,18,Doublet,Doublet,Doublet
515,74b801fa48b611eabab7c676ab45cfca,0,DC,pDC,pDC
516,74b831e848b611eabab7c676ab45cfca,1,DC,pDC,pDC
517,74b843ae48b611eabab7c676ab45cfca,2,DC,cDC2,HLA-DRhi cDC2
518,74bae5e648b611eabab7c676ab45cfca,21,DC,ASDC,ASDC
519,74bb46c648b611eabab7c676ab45cfca,12,Monocyte,CD14 monocyte,Core CD14 monocyte
520,74c7359e48b611eabab7c676ab45cfca,8,DC,cDC2,HLA-DRhi cDC2
521,74c9f27048b611eabab7c676ab45cfca,19,DC,cDC2,CD14+ cDC2
522,74cb22f848b611eabab7c676ab45cfca,10,DC,cDC2,CD14+ cDC2
523,74cb8d2448b611eabab7c676ab45cfca,6,Monocyte,CD14 monocyte,Core CD14 monocyte
524,74cc9b7e48b611eabab7c676ab45cfca,1,DC,pDC,pDC
525,74ce022a48b611eabab7c676ab45cfca,1,DC,pDC,pDC
526,74d0ede648b611eabab7c676ab45cfca,9,DC,cDC2,HLA-DRhi cDC2
527,74d3f9c848b611eabab7c676ab45cfca,10,DC,cDC2,CD14+ cDC2
528,74d43b2c48b611eabab7c676ab45cfca,9,DC,cDC2,HLA-DRhi cDC2
529,74d5046248b611eabab7c676ab45cfca,11,DC,cDC2,HLA-DRhi cDC2
530,74d616c248b611eabab7c676ab45cfca,6,DC,cDC2,CD14+ cDC2
531,74d6a69648b611eabab7c676ab45cfca,1,DC,pDC,pDC
532,74d76d4248b611eabab7c676ab45cfca,11,DC,cDC2,HLA-DRhi cDC2
533,74d9752448b611eabab7c676ab45cfca,16,DC,cDC2,CD14+ cDC2
534,74d9d91048b611eabab7c676ab45cfca,9,DC,cDC2,HLA-DRhi cDC2
535,74dc74b848b611eabab7c676ab45cfca,8,DC,cDC2,HLA-DRhi cDC2
536,74e0fd0848b611eabab7c676ab45cfca,0,DC,pDC,pDC
537,74e81e6248b611eabab7c676ab45cfca,19,DC,cDC2,CD14+ cDC2
538,74e8792a48b611eabab7c676ab45cfca,1,DC,pDC,pDC
539,74e8eb4e48b611eabab7c676ab45cfca,20,Doublet,Doublet,Doublet
540,74e9c77648b611eabab7c676ab45cfca,10,DC,cDC2,CD14+ cDC2
541,74eb613048b611eabab7c676ab45cfca,5,Monocyte,CD14 monocyte,Core CD14 monocyte
542,74eb62e848b611eabab7c676ab45cfca,11,DC,cDC2,HLA-DRhi cDC2
543,74ec8ccc48b611eabab7c676ab45cfca,9,DC,cDC2,HLA-DRhi cDC2
544,74ee4d0048b611eabab7c676ab45cfca,9,DC,cDC2,HLA-DRhi cDC2
545,74ef338c48b611eabab7c676ab45cfca,9,DC,cDC2,HLA-DRhi cDC2
546,74ef872e48b611eabab7c676ab45cfca,1,DC,pDC,pDC
547,74f1b9ea48b611eabab7c676ab45cfca,11,DC,cDC2,HLA-DRhi cDC2
548,74f1ed4848b611eabab7c676ab45cfca,11,DC,cDC2,HLA-DRhi cDC2
549,74f287a848b611eabab7c676ab45cfca,12,Monocyte,CD14 monocyte,Core CD14 monocyte
550,74f3f85e48b611eabab7c676ab45cfca,8,DC,cDC2,HLA-DRhi cDC2
551,74f550fa48b611eabab7c676ab45cfca,1,DC,pDC,pDC
552,74f8ce9c48b611eabab7c676ab45cfca,8,DC,cDC2,HLA-DRhi cDC2
553,74fb78fe48b611eabab7c676ab45cfca,1,DC,pDC,pDC
554,74fbd02448b611eabab7c676ab45cfca,9,DC,cDC2,CD14+ cDC2
555,5ce9b6c248b111ea8fbed2ddb8e0a14a,1,DC,pDC,pDC
556,5cee4ebc48b111ea8fbed2ddb8e0a14a,4,DC,pDC,pDC
557,5ceef45c48b111ea8fbed2ddb8e0a14a,20,Doublet,Doublet,Doublet
558,5cf08a2e48b111ea8fbed2ddb8e0a14a,9,DC,cDC2,CD14+ cDC2
559,5cf0f56848b111ea8fbed2ddb8e0a14a,9,DC,cDC2,HLA-DRhi cDC2
560,5cf225a048b111ea8fbed2ddb8e0a14a,12,Monocyte,CD14 monocyte,Core CD14 monocyte
561,5cf5411848b111ea8fbed2ddb8e0a14a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
562,5cf59f4648b111ea8fbed2ddb8e0a14a,9,DC,cDC2,HLA-DRhi cDC2
563,5cf5c70a48b111ea8fbed2ddb8e0a14a,1,DC,pDC,pDC
564,5cf615fc48b111ea8fbed2ddb8e0a14a,9,DC,cDC2,HLA-DRhi cDC2
565,5cfa83c648b111ea8fbed2ddb8e0a14a,9,DC,cDC2,CD14+ cDC2
566,5cfbc21848b111ea8fbed2ddb8e0a14a,1,DC,pDC,pDC
567,5cfd2f2248b111ea8fbed2ddb8e0a14a,16,DC,cDC2,CD14+ cDC2
568,5d0215a048b111ea8fbed2ddb8e0a14a,4,DC,pDC,pDC
569,5d067be048b111ea8fbed2ddb8e0a14a,10,DC,cDC2,CD14+ cDC2
570,5d07035848b111ea8fbed2ddb8e0a14a,1,DC,pDC,pDC
571,5d08483048b111ea8fbed2ddb8e0a14a,12,Monocyte,CD14 monocyte,Core CD14 monocyte
572,5d09fd4c48b111ea8fbed2ddb8e0a14a,12,Monocyte,CD14 monocyte,Core CD14 monocyte
573,5d0de15048b111ea8fbed2ddb8e0a14a,6,Monocyte,CD14 monocyte,Core CD14 monocyte
574,5d0fbcb448b111ea8fbed2ddb8e0a14a,12,Monocyte,CD14 monocyte,Core CD14 monocyte
575,5d0fc5a648b111ea8fbed2ddb8e0a14a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
576,5d112d6a48b111ea8fbed2ddb8e0a14a,1,DC,pDC,pDC
577,5d116ab448b111ea8fbed2ddb8e0a14a,9,DC,cDC2,HLA-DRhi cDC2
578,5d11b35c48b111ea8fbed2ddb8e0a14a,1,DC,pDC,pDC
579,5d12d3cc48b111ea8fbed2ddb8e0a14a,9,DC,cDC2,HLA-DRhi cDC2
580,5d134da248b111ea8fbed2ddb8e0a14a,9,DC,cDC2,HLA-DRhi cDC2
581,5d15330648b111ea8fbed2ddb8e0a14a,13,DC,cDC2,ISG+ cDC2
582,5d178ee448b111ea8fbed2ddb8e0a14a,1,DC,pDC,pDC
583,5d17a0e648b111ea8fbed2ddb8e0a14a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
584,5d1815bc48b111ea8fbed2ddb8e0a14a,1,DC,pDC,pDC
585,5d19aa4448b111ea8fbed2ddb8e0a14a,18,Doublet,Doublet,Doublet
586,5d1a8c1648b111ea8fbed2ddb8e0a14a,10,DC,cDC2,CD14+ cDC2
587,5d1b2b0848b111ea8fbed2ddb8e0a14a,2,DC,cDC2,HLA-DRhi cDC2
588,5d1b377448b111ea8fbed2ddb8e0a14a,4,DC,pDC,pDC
589,5d1d801048b111ea8fbed2ddb8e0a14a,10,DC,cDC2,CD14+ cDC2
590,5d1f957648b111ea8fbed2ddb8e0a14a,0,DC,pDC,pDC
591,5d1f965248b111ea8fbed2ddb8e0a14a,9,DC,cDC2,HLA-DRhi cDC2
592,5d215b2248b111ea8fbed2ddb8e0a14a,6,Monocyte,CD14 monocyte,Core CD14 monocyte
593,5d22781848b111ea8fbed2ddb8e0a14a,6,Monocyte,CD14 monocyte,Core CD14 monocyte
594,5d25448048b111ea8fbed2ddb8e0a14a,8,DC,cDC2,HLA-DRhi cDC2
595,5d25696048b111ea8fbed2ddb8e0a14a,8,DC,cDC2,HLA-DRhi cDC2
596,5d26204448b111ea8fbed2ddb8e0a14a,9,DC,cDC2,HLA-DRhi cDC2
597,6cc775ee48b511ea87c666a4322bd84a,1,DC,pDC,pDC
598,6cc7925448b511ea87c666a4322bd84a,10,DC,cDC2,CD14+ cDC2
599,6cc9833e48b511ea87c666a4322bd84a,18,Doublet,Doublet,Doublet
600,6cc994d248b511ea87c666a4322bd84a,1,DC,pDC,pDC
601,6ccb635c48b511ea87c666a4322bd84a,20,Doublet,Doublet,Doublet
602,6ccf203248b511ea87c666a4322bd84a,18,Doublet,Doublet,Doublet
603,6cd45c6e48b511ea87c666a4322bd84a,1,DC,pDC,pDC
604,6cd5509c48b511ea87c666a4322bd84a,1,DC,pDC,pDC
605,6cd5700e48b511ea87c666a4322bd84a,22,DC,pDC,pDC
606,6cd6b18048b511ea87c666a4322bd84a,9,DC,cDC2,HLA-DRhi cDC2
607,6cd7c73248b511ea87c666a4322bd84a,1,DC,pDC,pDC
608,6cdb37aa48b511ea87c666a4322bd84a,0,DC,pDC,pDC
609,6cdd52ba48b511ea87c666a4322bd84a,0,DC,pDC,pDC
610,6cde80b848b511ea87c666a4322bd84a,9,DC,cDC2,CD14+ cDC2
611,6cdecca848b511ea87c666a4322bd84a,11,DC,cDC2,HLA-DRhi cDC2
612,6cdfa74048b511ea87c666a4322bd84a,9,DC,cDC2,CD14+ cDC2
613,6ce3e27448b511ea87c666a4322bd84a,1,DC,pDC,pDC
614,6ce9061e48b511ea87c666a4322bd84a,11,DC,cDC2,HLA-DRhi cDC2
615,6ceda9bc48b511ea87c666a4322bd84a,12,Monocyte,CD14 monocyte,Core CD14 monocyte
616,6cf55d8848b511ea87c666a4322bd84a,21,DC,pDC,pDC
617,6cf57a3e48b511ea87c666a4322bd84a,18,Doublet,Doublet,Doublet
618,6cf5d62848b511ea87c666a4322bd84a,10,DC,cDC2,CD14+ cDC2
619,6cf7c1a448b511ea87c666a4322bd84a,4,DC,pDC,pDC
620,6cfa746248b511ea87c666a4322bd84a,0,DC,pDC,pDC
621,6cfaf17648b511ea87c666a4322bd84a,10,Monocyte,CD14 monocyte,Core CD14 monocyte
622,6cfd5ab048b511ea87c666a4322bd84a,1,DC,pDC,pDC
623,6d0017e648b511ea87c666a4322bd84a,9,DC,cDC2,HLA-DRhi cDC2
624,6d0131bc48b511ea87c666a4322bd84a,10,DC,cDC2,CD14+ cDC2
625,6d01d75c48b511ea87c666a4322bd84a,1,DC,pDC,pDC
626,6d034f1048b511ea87c666a4322bd84a,10,DC,cDC2,CD14+ cDC2
627,6d066c9a48b511ea87c666a4322bd84a,12,DC,cDC2,CD14+ cDC2
628,6d0d7daa48b511ea87c666a4322bd84a,19,DC,cDC2,CD14+ cDC2
629,6d169a6648b511ea87c666a4322bd84a,9,DC,cDC2,CD14+ cDC2
